0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,label
0.2625335454940796,0.6348094940185547,0.3349045217037201,0.6303387880325317,0.39855897426605225,0.5855619311332703,0.4041231572628021,0.5229111313819885,0.38195115327835083,0.4832391142845154,0.39101850986480713,0.47747576236724854,0.4179512858390808,0.42003577947616577,0.3987390995025635,0.4756179451942444,0.3767169117927551,0.5240592956542969,0.3503809869289398,0.453151136636734,0.3720804452896118,0.39240342378616333,0.3480393588542938,0.47672659158706665,0.3327356278896332,0.5237205624580383,0.30593737959861755,0.4421227276325226,0.319121778011322,0.3903830051422119,0.3032943606376648,0.4733787775039673,0.29443690180778503,0.5153820514678955,0.25442901253700256,0.4424366056919098,0.26784756779670715,0.39924144744873047,0.2649032175540924,0.46048519015312195,0.2634056806564331,0.49507269263267517,A
0.3291095495223999,0.6542337536811829,0.38107067346572876,0.6646959781646729,0.4327448606491089,0.6423060297966003,0.4419664740562439,0.6009886860847473,0.42478513717651367,0.5698447823524475,0.45030659437179565,0.5156443119049072,0.46186238527297974,0.5338785648345947,0.43823468685150146,0.5886549949645996,0.4196358919143677,0.6124482750892639,0.4133351743221283,0.4828314781188965,0.4193999767303467,0.5199984312057495,0.39939332008361816,0.5875896215438843,0.38872799277305603,0.6056963801383972,0.3701135814189911,0.47317469120025635,0.3737051486968994,0.5201541185379028,0.36366841197013855,0.5821192860603333,0.35649871826171875,0.5964160561561584,0.32630348205566406,0.4781980812549591,0.3332933485507965,0.5213770270347595,0.3310917615890503,0.5671258568763733,0.3290708363056183,0.5750299692153931,A
0.5813366174697876,0.7628282308578491,0.6341795325279236,0.7687870264053345,0.668362557888031,0.7569161653518677,0.6782954931259155,0.7410597205162048,0.6726139187812805,0.7365750670433044,0.6885567903518677,0.6204770803451538,0.6989340782165527,0.6996386647224426,0.6873129606246948,0.7690466642379761,0.6779463887214661,0.8024967908859253,0.6434860825538635,0.6054112315177917,0.6625629663467407,0.6941962242126465,0.6575816869735718,0.761908769607544,0.6522733569145203,0.789853036403656,0.595948338508606,0.6117748618125916,0.6114382743835449,0.6894399523735046,0.6128409504890442,0.7502825856208801,0.6143850088119507,0.7738476991653442,0.55233234167099,0.6317471265792847,0.5676232576370239,0.6911704540252686,0.5753344893455505,0.7344458699226379,0.5830415487289429,0.7492548227310181,A
0.5716236233711243,0.7500431537628174,0.6269183158874512,0.757686972618103,0.6681414842605591,0.7372546792030334,0.6804781556129456,0.6959250569343567,0.6711089015007019,0.6640828847885132,0.6754650473594666,0.5977522730827332,0.6904767155647278,0.6590520143508911,0.6722813844680786,0.7151561379432678,0.6604121327400208,0.7351976037025452,0.636073648929596,0.575783371925354,0.6614673137664795,0.653342068195343,0.6446504592895508,0.7159165740013123,0.6369245052337646,0.7306042909622192,0.5942234396934509,0.5768680572509766,0.6166685223579407,0.6597455143928528,0.6079723238945007,0.7145028710365295,0.6012880802154541,0.7268190383911133,0.5540851950645447,0.5921327471733093,0.5725939273834229,0.6587913036346436,0.5723017454147339,0.7011969685554504,0.5707427263259888,0.7083144187927246,A
0.5763394832611084,0.7280458211898804,0.6228298544883728,0.7269728779792786,0.6737889051437378,0.6904577612876892,0.6868712902069092,0.6440087556838989,0.6713588237762451,0.6054378747940063,0.6680804491043091,0.571109414100647,0.6951798796653748,0.586273729801178,0.676626980304718,0.6453647017478943,0.6606563925743103,0.6739295721054077,0.6339496374130249,0.5510419011116028,0.6631032228469849,0.5794003009796143,0.6479537487030029,0.6495894193649292,0.6368792057037354,0.6749902367591858,0.5948963761329651,0.5510886907577515,0.6221820712089539,0.5853393077850342,0.6138932704925537,0.6554885506629944,0.6048152446746826,0.6809608936309814,0.5546940565109253,0.5639923810958862,0.5820515155792236,0.5845488905906677,0.5832189321517944,0.6396852135658264,0.5795449614524841,0.6648414134979248,A
0.5744240283966064,0.7116279602050781,0.6214476823806763,0.7085035443305969,0.6708208322525024,0.6615004539489746,0.6744855046272278,0.6046423316001892,0.6604664921760559,0.5642821192741394,0.6618641018867493,0.5704755187034607,0.6878405809402466,0.5640365481376648,0.6718067526817322,0.6195352077484131,0.6540223956108093,0.6599949598312378,0.6285015940666199,0.5518671870231628,0.6542835235595703,0.5531060099601746,0.6411093473434448,0.6227083206176758,0.6273906826972961,0.6635090112686157,0.5918368697166443,0.5475010871887207,0.6170830726623535,0.5509166121482849,0.6106342077255249,0.6222634315490723,0.6002386808395386,0.6617921590805054,0.5525230765342712,0.5535890460014343,0.5786086916923523,0.5562373399734497,0.582438588142395,0.6104967594146729,0.5795456767082214,0.6422016024589539,A
0.5749261975288391,0.6925984621047974,0.6198359727859497,0.6861776113510132,0.6645190715789795,0.645459771156311,0.6708137392997742,0.5989500284194946,0.6529015302658081,0.5642510056495667,0.6576345562934875,0.5725666880607605,0.681207001209259,0.5427511930465698,0.6676410436630249,0.5893248319625854,0.6519202589988708,0.6275688409805298,0.6282320022583008,0.558576226234436,0.6510399580001831,0.532036304473877,0.6390120983123779,0.5915514230728149,0.6259873509407043,0.6304405331611633,0.5942590236663818,0.5516369938850403,0.6166982650756836,0.5249497890472412,0.6106687784194946,0.5887860059738159,0.6007965207099915,0.6300842761993408,0.5562753081321716,0.5515280365943909,0.5803235173225403,0.5315482020378113,0.5837770700454712,0.5788631439208984,0.5796937346458435,0.613304615020752,A
0.5735267400741577,0.680463969707489,0.6183428764343262,0.6741220355033875,0.6608113646507263,0.6365458965301514,0.6645333766937256,0.5917456746101379,0.6444647312164307,0.564259946346283,0.6531660556793213,0.5717586874961853,0.6746052503585815,0.5334258079528809,0.6640675663948059,0.5738114714622498,0.648971438407898,0.6077113151550293,0.6253249049186707,0.5573383569717407,0.6465135216712952,0.5173967480659485,0.6355845332145691,0.5742130875587463,0.6225545406341553,0.6110368371009827,0.594426155090332,0.5496108531951904,0.6138976216316223,0.5125925540924072,0.608368456363678,0.5723728537559509,0.5989753007888794,0.6089805960655212,0.5592605471611023,0.5487548112869263,0.5790398120880127,0.5192329287528992,0.5828779339790344,0.5623579621315002,0.5797337293624878,0.593799889087677,A
0.5737531185150146,0.673332929611206,0.6181265711784363,0.6652114987373352,0.6590426564216614,0.630883514881134,0.6662678122520447,0.5968250632286072,0.6454852819442749,0.5761839151382446,0.647822380065918,0.5640970468521118,0.6709098815917969,0.5251621603965759,0.6616976857185364,0.5630641579627991,0.6471076607704163,0.595759391784668,0.6227173805236816,0.55107581615448,0.6441599726676941,0.5082088708877563,0.633678138256073,0.5621305108070374,0.6207329034805298,0.5986194014549255,0.5935589075088501,0.544156551361084,0.6138738393783569,0.502271831035614,0.6083741784095764,0.5599440932273865,0.5978777408599854,0.5965708494186401,0.5591243505477905,0.5427491068840027,0.5785112380981445,0.5089678764343262,0.5827237963676453,0.5500039458274841,0.5789551734924316,0.5818580985069275,A
0.5720360279083252,0.6713595390319824,0.6182275414466858,0.6629776954650879,0.6564419269561768,0.6321981549263,0.665777862071991,0.5987489819526672,0.6481087803840637,0.5773172974586487,0.6477265954017639,0.5681504011154175,0.6682966947555542,0.5280283689498901,0.6626840233802795,0.557651162147522,0.6498932838439941,0.588650643825531,0.6239359974861145,0.5552299618721008,0.6424660682678223,0.5097319483757019,0.633926272392273,0.5572659969329834,0.6223764419555664,0.5929961800575256,0.5960843563079834,0.5473828911781311,0.6132245659828186,0.5052796602249146,0.6080799102783203,0.5560562610626221,0.5991082191467285,0.5910871624946594,0.5629914402961731,0.5456165075302124,0.5802476406097412,0.5109208226203918,0.5827922821044922,0.5475029945373535,0.5795881748199463,0.5777633786201477,A
0.5732173323631287,0.6711897253990173,0.6195392608642578,0.6613970994949341,0.6576184034347534,0.6265120506286621,0.662185549736023,0.5904408693313599,0.6428933143615723,0.5720793008804321,0.6473610401153564,0.5713812708854675,0.6651807427406311,0.5299068689346313,0.6638596057891846,0.5520762801170349,0.6542251110076904,0.5825223326683044,0.6231902837753296,0.5591623783111572,0.6412380933761597,0.5139939188957214,0.6352710127830505,0.5556683540344238,0.6238270401954651,0.5920307040214539,0.5960497856140137,0.5515568256378174,0.6129955649375916,0.5087893009185791,0.6098102927207947,0.5564896464347839,0.6011970639228821,0.5938699245452881,0.564278244972229,0.5490475296974182,0.5807889699935913,0.5149950385093689,0.5844366550445557,0.5484932661056519,0.5812060832977295,0.5791285037994385,A
